id,sentence,aux_head,aux,level,sub,sup,inf
2085,"Mulle meenub, et sõber pidi täna meile tulema.",tulema,pidama,gümn,", et sõber pidi täna meile tulema",1,0
2093,Priit ei saa ilma Piretita minna.,minema,saama,gümn,Priit ei saa Piretita minna .,0,1
2113,Kelle abile võid loota?,lootma,võima,gümn,abile võid loota ?,0,1
2138,"Söögivahetunnis on kõigil kiire, selleks, et sööma pääseda, peab läbi trügijate ja tõuklejate teed rajama - see võtab oma aja.",rajama,pidama,gümn,", peab trügijate teed rajama",1,0
2158,Oma kehakaalu võib alati kontrollida.,kontrollima,võima,gümn,kehakaalu võib alati kontrollida .,0,1
2170,Mitu korda päevas peaks sööma?,sööma,pidama,gümn,korda peaks sööma ?,1,0
2201,"Arstid ei soovita eestlastele teise eestlase söömist, kolesteroolinäit võib siis oluliselt tõusta.",tõusma,võima,gümn,", kolesteroolinäit võib siis oluliselt tõusta",0,1
2206,Toidukorrad peaks sisaldama süsivesikuid kõige rohkem.,sisaldama,pidama,gümn,Toidukorrad peaks sisaldama süsivesikuid rohkem .,1,0
2207,"Väga täpset osakaalu öelda ei saagi, sest siin mängib olulist rolli vanus, kehaline aktiivsus jm.",ütlema,saama,gümn,osakaalu öelda ei saagi mängib,0,1
2222,Köögiviljade söömisel saab inimene kaetud suure osa vitamiini- ja mineraalainete vajadusest.,katma,saama,gümn,söömisel saab inimene kaetud osa .,0,0
2262,Teine: igal ööl peab magama kaheksa tundi.,magama,pidama,gümn,: ööl peab magama tundi,1,0
2287,"Unenäo nägemise aja (nädalapäeva) järgi otsustati tema täidemineku üle: ööl vastu esmaspäeva, neljapäeva või reedet nähtud unenäod läksid täide; ööl vastu pühapäeva nähtud uni täitub ennelõunal; enne peamisi usupühasid ja ööl vastu 14. jaanuarit (vana kalendri järgi algas siis uus aasta) nähtud unenäod võivad täituda aasta jooksul.",täituma,võima,gümn,; usupühasid unenäod võivad täituda aasta,0,1
2294,"Unedefitsiit võib vähendada dieedi mõju, kiirendada vananemist ja viia immuunsüsteemi tasakaalust välja.",vähendama,võima,gümn,Unedefitsiit võib vähendada mõju kiirendada viia .,0,1
2295,"Juhtivad spetsialistid väidavad, et kui mitmel ööl magada järjest kas või üks tund tavalisest vähem, võib tekkida kurnatus, mis on märksa levinum kui unetus ja muud unehäired.",tekkima,võima,gümn,"magada , võib tekkida kurnatus",0,1
2337,Sinu pärast ei saanud me magada.,magama,saama,gümn,Sinu ei saanud me magada .,0,1
2340,Unehäirete tõttu võib tekkida kurnatus.,tekkima,võima,gümn,Unehäirete võib tekkida kurnatus .,0,1
2383,Naeru võib jagada kaheks liigiks.,jagama,võima,gümn,Naeru võib jagada liigiks .,0,1
2410,Klaaskuuli peab hästi õrnalt hoidma.,hoidma,pidama,gümn,Klaaskuuli peab hästi õrnalt hoidma .,1,0
2433,Meega saab ravida kurguvalu.,ravima,saama,gümn,Meega saab ravida kurguvalu .,0,1
2469,"Ja kui ta teenistuskoht on kodukohast liiga kaugel, oleks tal võimalus jääda ööseks kasarmusse, et ta ei peaks hommikul liiga vara ärkama.",ärkama,pidama,gümn,", et ta ei peaks hommikul vara ärkama",1,0
2471,"Edaspidi oleks tal ette teada, et näiteks detsembris tuleb metsas veeta kaks nädalat, siis ta saab oma aega planeerida.",planeerima,saama,gümn,", siis ta saab aega planeerida",0,1
2472,"Ajateenijate aja ja vaeva kompenseerimiseks peaks juurutama süsteemi, nagu tehti 2003. aastal vanemahüvitisega - aega teenima mineval mehel peab säilima töökoht ja kuupalk (kuni Eesti keskmise palgani) niikaua, kuni ta kaitseväes on.",juurutama,pidama,gümn,aja peaks juurutama süsteemi tehti .,1,0
2472,"Ajateenijate aja ja vaeva kompenseerimiseks peaks juurutama süsteemi, nagu tehti 2003. aastal vanemahüvitisega - aega teenima mineval mehel peab säilima töökoht ja kuupalk (kuni Eesti keskmise palgani) niikaua, kuni ta kaitseväes on.",säilima,pidama,gümn,- mehel peab säilima töökoht niikaua kaitseväes,1,0
2474,"Ma mõistan, et rahaga ei saa osta noormeestelt isamaalisust või patriootlikkust.",ostma,saama,gümn,", et rahaga ei saa osta noormeestelt isamaalisust",0,1
2475,"Sellega saab aga anda neile kindlustunnet, et riik väärtustab nende aega.",andma,saama,gümn,Sellega saab aga anda neile kindlustunnet .,0,1
2476,"Meestel endil tekib teadmine, et nad võivad rahulikult pärast rasket tööpäeva minna öösel oma naise juurde magama, et neid ei sunnita loobuma oma elust, vaid nad näevad pidevalt, kelle või mille pärast nad ajateenistust läbi teevad ja uusi oskusi õpivad.",minema,võima,gümn,", et nad võivad rahulikult tööpäeva minna öösel naise magama sunnita",0,1
2480,"Selline elurütm harjutab töörutiiniga, millega peab varem või hiljem niikuinii kokku puutuma.",puutuma,pidama,gümn,", millega peab varem niikuinii kokku puutuma",1,0
2483,"Trahviga võib inimest muidugi kõige rohkem karistada, aga eks ole ju paha ka vaadata, kuidas kõik teised võivad kell viis lahkuda, aga sina pead üksi kasarmusse jääma.",karistama,võima,gümn,Trahviga võib inimest muidugi rohkem karistada paha .,0,1
2483,"Trahviga võib inimest muidugi kõige rohkem karistada, aga eks ole ju paha ka vaadata, kuidas kõik teised võivad kell viis lahkuda, aga sina pead üksi kasarmusse jääma.",lahkuma,võima,gümn,", kuidas teised võivad kell lahkuda jääma",0,1
2483,"Trahviga võib inimest muidugi kõige rohkem karistada, aga eks ole ju paha ka vaadata, kuidas kõik teised võivad kell viis lahkuda, aga sina pead üksi kasarmusse jääma.",jääma,pidama,gümn,", aga sina pead üksi kasarmusse jääma",1,0
2518,Seda küll mulle ette heita ei saa.,heitma,saama,gümn,Seda küll mulle ette heita ei saa .,0,1
2539,"Juba talumuuseumi ajal muudkui vaatasin kuulutusi, et saaks neid ometi õppida, aga kõik nädalavahetused olid kinni ja minna ei saanud.",õppima,saama,gümn,", et saaks neid ometi õppida kinni saanud",0,1
2540,"Tegime shindod (Jaapanist pärit venitus- ja lõdvestusharjutuste süsteem) ja hiina võimlemist ning lõpuks pidi sooritama eksami, mille tegime jaapanlasele.",sooritama,pidama,gümn,ning lõpuks pidi sooritama eksami,1,0
2543,Aga seda ei saa seletada.,seletama,saama,gümn,Aga seda ei saa seletada .,0,1
2544,"Võin öelda vaid, et tunnen, ja kõik.",ütlema,võima,gümn,Võin öelda vaid tunnen .,0,1
2549,Kõlas stardipauk ja võistlus sai alata.,algama,saama,gümn,ja võistlus sai alata,0,1
2572,Head saavad teha kõik!,tegema,saama,gümn,Head saavad teha kõik !,0,1
2582,Heategevus peaks muutuma elustiiliks ning inimeste jaoks loomulikuks ühiskonda panustamise vormiks.,muutuma,pidama,gümn,Heategevus peaks muutuma elustiiliks vormiks .,1,0
2586,Hulga suuri asju võib ära teha väikeste toetussummade või mõne muu abistava panusega.,tegema,võima,gümn,asju võib ära teha toetussummade .,0,1
2596,"Mida veel, peale raha, võiks heategevuse raames abivajajatele pakkuda?",pakkuma,võima,gümn,"Mida veel raha , võiks heategevuse abivajajatele pakkuda ?",0,1
2597,Millest võib sõltuda abivajajate heaolu?,sõltuma,võima,gümn,Millest võib sõltuda heaolu ?,0,1
2632,"Miks peaks aitama kodutuid, AIDSi-ohvreid, eakaid, puudega inimesi jt?",aitama,pidama,gümn,Miks peaks aitama inimesi ?,1,0
2644,"Isteasend on mugav, istmed mõistagi nahksed, elektriliselt liigutatavad, kui veidi aega erinevaid nuppe näppida ning lasta elektritoolil ja -roolil mõnda aega edasi-tagasi sõita, peaks mugava asendi leidma igaüks, olenemata vanusest, soost, kasvust ja kehakujust.",leidma,pidama,gümn,", peaks asendi leidma igaüks",1,0
2666,Nano peaks mahutama viis täiskasvanut.,mahutama,pidama,gümn,Nano peaks mahutama täiskasvanut .,1,0
2667,"Lisaraha eest saab autole tellida konditsioneeri, roolivõimendi ja elektrilised aknatõstukid.",tellima,saama,gümn,Lisaraha saab autole tellida konditsioneeri .,0,1
2670,"Kui enne auto esitlemist spekuleeris autoajakirjandus, et Tata võib Nanot õige pea ka Euroopas või vähemalt Hiinas müüma hakata, siis Delhi autonäitusel kinnitasid Tata juhid, et mingist ekspordist enne 2011. aastat isegi ei unistata.",hakkama,võima,gümn,", et Tata võib Nanot pea Euroopas müüma hakata ,",0,1
2674,"Kokku saab täidetud kütuseelementide ja laetud akudega sõita 483 km, vahendab Lenta.ru.",täitma,saama,gümn,Kokku saab täidetud kütuseelementide sõita vahendab .,0,0
2693,Enam kui 15 000 peret võis 2007 aastal rõõmustada uue ilmakodaniku sünni üle uusi autosid osteti aga tervelt kaks korda rohkem.,rõõmustama,võima,gümn,Enam peret võis aastal rõõmustada ilmakodaniku osteti .,0,1
2694,Autojuht ei tohiks kiirust ületada.,ületama,tohtima,gümn,Autojuht ei tohiks kiirust ületada .,0,1
2716,"Võiks isegi öelda, et praegu ei oma kaalu niivõrd, millist tehnoloogiat ja abivahendeid DJ esinemistel kasutab, kuivõrd just see, kui hästi oskab DJ klubis unikaalset muusikalist naudingut pakkuda.",ütlema,võima,gümn,Võiks isegi öelda oma .,0,1
2769,Selline olukord võib aga varsti muutuda - aina rohkem tõuseb esile puutetundliku ekraaniga telefone.,muutuma,võima,gümn,olukord võib aga varsti muutuda tõuseb .,0,1
2785,"Samm edasi tuleb aga KS20 - värske LG puutetundlik telefon, mida saab sarnaselt iPhone’iga juhtida ka sõrmega.",juhtima,saama,gümn,", mida saab sarnaselt juhtida sõrmega",0,1
2795,"Varsti peaks jõudma müügile W960, millel on 8 gigabaiti mälumahtu muusika, video ja muude failide jaoks.",jõudma,pidama,gümn,Varsti peaks jõudma müügile W960 .,1,0
2814,"Need, kelle arvutis töötab ühetuumaline protsessor, peavad unistuse sõpra selgelt ja suurelt oma arvutiekraanil näha maha matma.",nägema,pidama,gümn,peavad sõpra selgelt arvutiekraanil näha matma .,0,1
2816,"Need, kel kasutada vähemalt keskmine Eestis pakutav püsiühendusteenus, peaksid kenasti hakkama saama.",saama,pidama,gümn,Need peaksid kenasti hakkama saama .,1,0
2817,"Kes aga odava ja aeglasema ühenduse taga istuvad, võivad tunda vajadust seda parandada.",tundma,võima,gümn,istuvad võivad tunda vajadust .,0,1
2827,Hind - 3200 krooni - võib aga nii mõnegi huvilise ostutuhinat vähendada.,vähendama,võima,gümn,Hind võib aga ostutuhinat vähendada .,0,1
2834,Soovi korral saab ka vaataja telerit energiasäästlikumaks timmida.,timmima,saama,gümn,Soovi saab vaataja telerit energiasäästlikumaks timmida .,0,1
2835,Kõiki võimalusi ära kasutades võib teleri voolutarbimise langetada 75 vatini ehk tavalise lambipirniga samale tasemele.,langetama,võima,gümn,võimalusi võib voolutarbimise langetada vatini .,0,1
2836,Samas võib tõelise filmielamuse saamiseks säästurežiimi välja lülitada ning silma rõõmustada.,lülitama,võima,gümn,Samas võib saamiseks säästurežiimi välja lülitada rõõmustada .,0,1
2840,"Ehtsate nuppude asemel on ekraani all puutetundlik plaat, mille taustavalgustus näitab vaid neid klahve, mida parasjagu vaja võiks minna.",minema,võima,gümn,", mida parasjagu vaja võiks minna",0,1
2903,"Fraktsiooni võivad moodustada ja sinna peavad kuuluma vähemalt viis Riigikogu liiget, kes on Riigikokku valitud sama nimekirja järgi.",moodustama,võima,gümn,Fraktsiooni võivad moodustada kuuluma .,0,1
2903,"Fraktsiooni võivad moodustada ja sinna peavad kuuluma vähemalt viis Riigikogu liiget, kes on Riigikokku valitud sama nimekirja järgi.",kuuluma,pidama,gümn,ja sinna peavad kuuluma liiget,1,0
2904,Ühte nimekirja kuuluvad Riigikogu liikmed võivad moodustada ainult ühe fraktsiooni.,moodustama,võima,gümn,liikmed võivad moodustada fraktsiooni .,0,1
2941,Seda kahju oleks saanud ühiskonnaliikmete vahel ühtlasemalt jaotada krooni kohese devalveerimise teel.,jaotama,saama,gümn,kahju oleks saanud ühiskonnaliikmete ühtlasemalt jaotada krooni devalveerimise .,0,1
2954,"Referaadi koostamisel antakse edasi teiste mõtteid ning lugeja peab teadma, kelle mõtted need on, seetõttu tuleb juba referaadi alguses viidata autorile.",teadma,pidama,gümn,ning lugeja peab teadma mõtted tuleb,1,0
2966,"Kui referaat on koostatud vaid ühe allika põhjal, siis peaks see kajastuma pealkirjas või sissejuhatuses.",kajastuma,pidama,gümn,koostatud siis peaks see kajastuma pealkirjas .,1,0
2969,Viitamise nõuded võivad kooliti ja erialati erineda.,erinema,võima,gümn,nõuded võivad kooliti erineda .,0,1
2971,Teiste autorite mõtteid võib esitada refereerides või tsiteerides.,esitama,võima,gümn,mõtteid võib esitada refereerides .,0,1
2981,Aga täna teisel pool maailma toimuv võib juba homme kaudselt või otseselt meid ennast mõjutada.,mõjutama,võima,gümn,Aga toimuv võib homme kaudselt meid ennast mõjutada .,0,1
2990,Kuidas võib Ameerika Ühendriikide kinnisvarakriis mõjutada Eestit?,mõjutama,võima,gümn,Kuidas võib kinnisvarakriis mõjutada Eestit ?,0,1
2995,Pankade võime laenu anda sõltub aga otseselt omakapitalist ja seda ligi kümnekordse võimendusega.,sõltuma,võima,gümn,võime anda sõltub aga otseselt omakapitalist seda .,0,0
2996,Seega saavad suured pangad märksa vähem laenu anda.,andma,saama,gümn,Seega saavad pangad vähem laenu anda .,0,1
3001,"Lisaks sellele, et bensiinijaamades võib näha üha kõrgemaid kütusehindu, mõjutab nafta hinnatõus peaaegu iga toote hinda.",nägema,võima,gümn,", et bensiinijaamades võib näha kütusehindu ,",0,1
3015,"Mida peaks tegema, et majandusel paremini läheks?",tegema,pidama,gümn,Mida peaks tegema läheks ?,1,0
3020,"Iga nurga taga võis näha taksosid, kes lasksid inimesi maha.",nägema,võima,gümn,nurga võis näha taksosid .,0,1
3027,Milliste riskidega peaks laenu võtmisel arvestama?,arvestama,pidama,gümn,riskidega peaks võtmisel arvestama ?,1,0
3036,"Lisaks isiklikule sissetulekule ja maksevõimekusele peab laenu võtmisel arvestama ka kaudsemate riskide ning keskkonna välisteguritega, nagu intressi- ja valuutariskid.",arvestama,pidama,gümn,Lisaks peab võtmisel arvestama riskide .,1,0
3045,"Teemasse süvenedes võib selguda, et laenamine ei ole hetkel ratsionaalne või, vastupidi, pakub häid lahendusi ja uusi võimalusi.",selguma,võima,gümn,süvenedes võib selguda ratsionaalne .,0,1
3057,Mis põhjusel võivad tekkida tagasimakseraskused?,tekkima,võima,gümn,põhjusel võivad tekkida tagasimakseraskused ?,0,1
3058,Mida peab laenu võtmisel arvestama?,arvestama,pidama,gümn,Mida peab võtmisel arvestama ?,1,0
3072,"Tihti olen kuulnud ütlust, et raha eest saab kõike osta.",ostma,saama,gümn,", et raha saab kõike osta",0,1
3073,"Tsiviliseeritud ühiskonnas on rahal muidugi väga tähtis roll täita, aga kas selle eest lausa kõike osta saab, selles ma nii kindel ei ole.",ostma,saama,gümn,", aga kas selle lausa kõike osta saab",0,1
3077,"Selle kaubamaja omanik ütles temaga tehtud intervjuus, et maailmas pole asja, mida tema poest osta ei saaks, näiteks kui keegi tahab osta reisilennuki, siis ta selle ka saab.",ostma,saama,gümn,", mida poest osta ei saaks",0,1
3079,"Selle põhjal võib tõesti järeldada, et raha eest saab kõike.",järeldama,võima,gümn,Selle võib tõesti järeldada saab .,0,1
3080,"Ei ole võimalik osta endale uut lapsepõlve, sest aeg voolab ühes suunas ja seda tagasi pöörata ei saa.",pöörama,saama,gümn,ja seda tagasi pöörata ei saa,0,1
3086,"Selle kaubamaja omanik ütles temaga tehtud intervjuus, et maailmas pole asja, mida tema poest osta ei saaks, näiteks kui keegi tahab osta reisilennuki, siis ta selle ka saab.",ostma,saama,gümn,", mida poest osta ei saaks",0,1
3088,"Selle põhjal võib tõesti järeldada, et raha eest saab kõike.",järeldama,võima,gümn,Selle võib tõesti järeldada saab .,0,1
3089,"Ei ole võimalik osta endale uut lapsepõlve, sest aeg voolab ühes suunas ja seda tagasi pöörata ei saa.",pöörama,saama,gümn,ja seda tagasi pöörata ei saa,0,1
3096,Kus saab euroga maksta?,maksma,saama,gümn,Kus saab euroga maksta ?,0,1
3097,Millal Eesti võiks üle minna eurole?,minema,võima,gümn,Millal Eesti võiks üle minna eurole ?,0,1
3101,Hinnad Eestis ei tohi Oleviste kiriku tornist kõrgemale tõusta.,tõusma,tohtima,gümn,Hinnad Eestis ei tohi kõrgemale tõusta .,0,1
3131,Mille alguseks võib lugeda aastat 1951?,lugema,võima,gümn,alguseks võib lugeda aastat ?,0,1
3139,"Missugused kriteeriumid peavad riigis olema täidetud, et saada liidu liikmeks?",täitma,pidama,gümn,kriteeriumid peavad riigis olema täidetud saada ?,0,0
3155,Avalduse võib kirjutada käsitsi selgesti loetavas kirjas musta või sinise tindi- või pastapliiatsiga.,kirjutama,võima,gümn,Avalduse võib kirjutada käsitsi kirjas .,0,1
3177,"Kui üks asi peab metsa minema, siis ta ka läheb.",minema,pidama,gümn,"Kui asi peab metsa minema ,",1,0
3178,Tema peab ikka metsa puid vedama.,vedama,pidama,gümn,Tema peab ikka metsa puid vedama .,1,0
3197,Püüdlema peaksime aga tasakaalu poole.,püüdlema,pidama,gümn,Püüdlema peaksime aga tasakaalu .,1,0
3199,"Metsast rääkides võib küsida, mis õigust on inimesel üldse seda ökosüsteemi häirida.",küsima,võima,gümn,rääkides võib küsida häirida .,0,1
3203,"Tänapäeva maailmas on teadus juba niikaugele arenenud, et enamikku puidust valmistatud tooteid saaks asendada teiste materjalidega.",asendama,saama,gümn,", et tooteid saaks asendada materjalidega",0,1
3208,Kui palju peaksime raiuma?,raiuma,pidama,gümn,palju peaksime raiuma ?,1,0
3212,"Metsad eritavad fotosünteesil hapnikku, milleta elusolendid elada ei saaks.",elama,saama,gümn,", milleta elusolendid elada ei saaks",0,1
3224,"Vastust küsimusele, kui palju peaksime raiuma, ei olegi nii lihtne anda.",raiuma,pidama,gümn,"palju peaksime raiuma ,",1,0
3230,Seega on vajalik metsa raiuda ning metsatöösturitele tuleb mingil määral järele anda - nii nagu nemad peavad järele andma rahva soovile metsa muuks otstarbeks kasutada.,andma,pidama,gümn,- nii nemad peavad järele andma soovile,1,0
3232,"Ära ei tohi unustada ka rohelist, globaalset, säästvat mõtlemist.",unustama,tohtima,gümn,Ära ei tohi unustada mõtlemist .,0,1
3281,"Potikuuse võib hiljem välja viia, et see emakese looduse rüpes edasi kasvaks.",viima,võima,gümn,Potikuuse võib hiljem välja viia kasvaks .,0,1
